property_id,type,location,bedrooms,price,area_sqft,listing_freshness,roi_potential
475,Townhouse,Palm Jumeirah,5,3667759,4282,Old,Medium
476,Penthouse,Palm Jumeirah,4,963937,3621,New,Medium
477,Apartment,Downtown Dubai,2,3464391,4791,Old,Medium
478,Penthouse,Business Bay,4,3181206,2787,Old,Medium
479,Apartment,Marina,1,1692097,1341,Old,Medium
480,Penthouse,Palm Jumeirah,2,687771,2966,New,Medium
481,Penthouse,Palm Jumeirah,2,737199,1375,Old,Medium
482,Villa,Business Bay,5,3357281,1354,New,Medium
483,Apartment,Business Bay,3,3232481,1662,New,Medium
484,Villa,JVC,2,2774316,1343,Old,Medium
485,Apartment,JVC,3,4102615,2602,Old,Medium
486,Villa,Marina,4,2083214,3727,Old,Medium
487,Townhouse,Marina,1,1251518,4674,New,Medium
488,Penthouse,Downtown Dubai,5,1013313,2659,Old,Medium
489,Apartment,JVC,3,4431586,2228,Old,Medium
490,Apartment,Palm Jumeirah,2,3714215,1657,Old,Medium
491,Penthouse,JVC,3,3960989,864,Old,Medium
492,Apartment,Palm Jumeirah,2,2832214,3694,Old,Medium
493,Apartment,Business Bay,3,2830229,1630,Old,Medium
494,Villa,JVC,2,2363462,3054,Old,Medium
495,Apartment,Business Bay,4,1154224,1284,Old,High
496,Townhouse,Marina,2,2750397,4205,Old,Medium
497,Townhouse,Marina,2,2499284,4256,Old,Medium
498,Penthouse,Downtown Dubai,1,2501676,3535,Old,Medium
499,Apartment,JVC,2,2184532,1324,Old,Medium
500,Penthouse,Business Bay,1,954418,4989,Old,High
501,Townhouse,Palm Jumeirah,5,1972542,1946,Old,Medium
502,Apartment,Marina,1,4973014,1494,New,Medium
503,Apartment,Marina,4,1062621,2811,New,Medium
504,Penthouse,Palm Jumeirah,1,4029801,3017,Old,Medium
505,Townhouse,Business Bay,5,2098099,1162,Old,Medium
506,Apartment,Business Bay,4,4694463,2723,Old,Medium
507,Penthouse,JVC,3,4313233,4545,Old,Medium
508,Townhouse,JVC,3,1711569,3175,Old,Medium
509,Penthouse,Downtown Dubai,1,1695885,3555,New,Medium
510,Villa,Marina,1,1656083,4370,New,Medium
511,Apartment,JVC,5,2474324,2440,Old,Medium
512,Villa,Business Bay,5,4398190,983,Old,Medium
513,Townhouse,Palm Jumeirah,2,3888445,4731,Old,Medium
514,Villa,Business Bay,5,3242974,2503,Old,Medium
515,Villa,Marina,2,3992099,2342,Old,Medium
516,Townhouse,Business Bay,4,1779180,4855,Old,Medium
517,Penthouse,Downtown Dubai,1,3833178,509,Old,Medium
518,Villa,Marina,4,3084182,591,New,Medium
519,Penthouse,Palm Jumeirah,5,2308286,1303,Old,Medium
520,Villa,Downtown Dubai,4,4863089,1261,Old,Medium
521,Penthouse,Marina,4,3297921,1483,Old,Medium
522,Townhouse,Palm Jumeirah,4,4874142,1049,New,Medium
523,Villa,Downtown Dubai,5,769160,4534,Old,Medium
524,Townhouse,Downtown Dubai,4,3069931,4011,Old,Medium
525,Villa,Marina,2,941904,1036,Old,Medium
526,Townhouse,JVC,5,1078526,1436,New,High
527,Townhouse,Downtown Dubai,4,1337393,4531,Old,Medium
528,Villa,Downtown Dubai,5,3845503,2548,Old,Medium
529,Villa,Palm Jumeirah,3,1314422,4265,Old,Medium
530,Villa,Business Bay,2,1234983,3557,Old,High
531,Apartment,Marina,4,2763429,3987,Old,Medium
532,Penthouse,Marina,3,3635812,3694,Old,Medium
533,Apartment,JVC,3,4775115,4661,Old,Medium
534,Apartment,JVC,5,3376280,2830,Old,Medium
535,Townhouse,Marina,3,3438687,2279,Old,Medium
536,Villa,JVC,2,1916842,4366,Old,Medium
537,Penthouse,Palm Jumeirah,2,2831256,4113,New,Medium
538,Townhouse,Marina,1,4189024,4526,Old,Medium
539,Apartment,JVC,2,4896650,4506,Old,Medium
540,Villa,Marina,3,4202418,2411,New,Medium
541,Townhouse,Business Bay,2,2781608,3773,Old,Medium
542,Villa,Downtown Dubai,5,4430010,2543,Old,Medium
543,Townhouse,Marina,1,4141771,2900,Old,Medium
544,Villa,Downtown Dubai,3,4579441,4981,New,Medium
545,Apartment,JVC,1,1460652,1689,Old,High
546,Penthouse,Downtown Dubai,3,2688370,1847,Old,Medium
547,Apartment,Marina,5,2048485,3599,Old,Medium
548,Penthouse,Business Bay,1,2067343,2343,Old,Medium
549,Villa,JVC,4,3825495,3583,New,Medium
550,Townhouse,Marina,3,3885744,3616,Old,Medium
551,Apartment,JVC,4,1255612,3536,New,High
552,Penthouse,Palm Jumeirah,1,4494528,3718,Old,Medium
553,Apartment,Downtown Dubai,4,2576475,3182,Old,Medium
554,Penthouse,Palm Jumeirah,4,2641912,1390,Old,Medium
555,Apartment,Marina,1,3644311,2553,New,Medium
556,Penthouse,Business Bay,5,785622,625,Old,High
557,Penthouse,JVC,4,2462889,1176,New,Medium
558,Villa,Downtown Dubai,4,2406862,3237,Old,Medium
559,Penthouse,JVC,5,4526390,1087,Old,Medium
560,Villa,Marina,4,1896436,929,Old,Medium
561,Penthouse,JVC,4,1167540,3842,Old,High
562,Townhouse,Downtown Dubai,4,2695690,2553,New,Medium
563,Townhouse,Marina,2,2088236,1694,Old,Medium
564,Townhouse,JVC,5,3482410,1926,New,Medium
565,Penthouse,Business Bay,4,1904355,3296,New,Medium
566,Villa,Marina,5,3175480,3503,Old,Medium
567,Villa,Marina,3,3924083,2840,New,Medium
568,Penthouse,Business Bay,3,2964722,4535,New,Medium
569,Townhouse,Palm Jumeirah,4,3401092,4202,Old,Medium
570,Townhouse,Downtown Dubai,5,2750229,1244,Old,Medium
571,Villa,Palm Jumeirah,5,2022534,846,New,Medium
572,Townhouse,JVC,5,2222907,4315,Old,Medium
573,Apartment,Business Bay,2,3015967,3509,Old,Medium
574,Villa,Palm Jumeirah,3,3370574,1634,Old,Medium
575,Townhouse,Marina,5,3388939,626,Old,Medium
576,Villa,JVC,5,4486280,4543,New,Medium
577,Apartment,JVC,2,2544940,3359,Old,Medium
578,Villa,Palm Jumeirah,2,2599409,2230,Old,Medium
579,Villa,Palm Jumeirah,5,3672382,4179,Old,Medium
580,Villa,Business Bay,1,4381857,586,Old,Medium
581,Villa,Downtown Dubai,5,791464,3277,Old,Medium
582,Apartment,Palm Jumeirah,5,3173829,2935,Old,Medium
583,Penthouse,Palm Jumeirah,2,618581,2332,Old,Medium
584,Villa,Marina,2,4352256,3324,Old,Medium
585,Villa,JVC,5,838540,1248,New,High
586,Townhouse,Downtown Dubai,5,1001590,2432,New,Medium
587,Villa,Marina,5,1918412,1652,Old,Medium
588,Townhouse,Business Bay,2,3860492,2281,Old,Medium
589,Penthouse,Business Bay,5,2130369,669,Old,Medium
590,Apartment,Palm Jumeirah,5,1372328,2030,Old,Medium
591,Apartment,Palm Jumeirah,4,3610691,4805,Old,Medium
592,Penthouse,Business Bay,1,1858097,3603,New,Medium
593,Apartment,Palm Jumeirah,3,3800354,1974,Old,Medium
594,Penthouse,Downtown Dubai,1,1794315,3292,New,Medium
595,Penthouse,Palm Jumeirah,4,3075508,2095,Old,Medium
596,Penthouse,JVC,3,2876219,3658,Old,Medium
597,Apartment,Palm Jumeirah,5,1858311,3662,Old,Medium
598,Townhouse,Marina,4,1789467,1845,Old,Medium
599,Penthouse,Downtown Dubai,5,664074,619,New,Medium
600,Villa,Marina,2,3070466,452,Old,Medium
601,Apartment,Marina,4,4155180,2157,Old,Medium
602,Penthouse,JVC,2,4983120,2066,Old,Medium
603,Penthouse,Downtown Dubai,4,1290645,3185,Old,Medium
604,Villa,Downtown Dubai,4,3787093,1119,Old,Medium
605,Townhouse,Downtown Dubai,2,1517481,805,Old,Medium
606,Townhouse,Downtown Dubai,3,4094804,2694,Old,Medium
607,Townhouse,Downtown Dubai,1,562507,471,Old,Medium
608,Penthouse,JVC,5,1605710,2453,Old,Medium
609,Penthouse,Palm Jumeirah,4,2838377,1629,Old,Medium
610,Penthouse,Marina,5,4887373,1967,Old,Medium
611,Apartment,Downtown Dubai,2,1306564,4082,Old,Medium
612,Villa,Palm Jumeirah,5,4418949,3353,Old,Medium
613,Penthouse,Palm Jumeirah,2,2109473,4882,Old,Medium
614,Villa,Marina,5,2211952,1098,New,Medium
615,Villa,JVC,1,1237954,1226,Old,High
616,Townhouse,Business Bay,1,3408056,748,Old,Medium
617,Apartment,Business Bay,1,1207173,4308,New,High
618,Penthouse,Palm Jumeirah,1,1179447,707,Old,Medium
619,Townhouse,Marina,1,1561404,3816,Old,Medium
620,Townhouse,Business Bay,1,3480248,2734,New,Medium
621,Penthouse,Palm Jumeirah,2,3113987,3209,New,Medium
622,Villa,JVC,4,3253913,3958,New,Medium
623,Townhouse,Business Bay,5,3035232,4878,Old,Medium
624,Villa,Palm Jumeirah,1,2878907,3877,New,Medium
625,Apartment,Palm Jumeirah,2,3329915,3086,Old,Medium
626,Villa,Downtown Dubai,2,2863162,3385,Old,Medium
627,Apartment,JVC,2,1415113,675,Old,High
628,Villa,Downtown Dubai,4,3192794,2947,Old,Medium
629,Townhouse,Marina,5,2711549,3164,New,Medium
630,Townhouse,Downtown Dubai,4,2845704,736,Old,Medium
631,Apartment,Downtown Dubai,3,923332,2373,Old,Medium
632,Penthouse,Business Bay,2,792575,3379,Old,High
633,Apartment,Palm Jumeirah,3,1959700,4976,Old,Medium
634,Apartment,JVC,1,529336,4368,Old,High
635,Villa,Downtown Dubai,1,3701078,1310,New,Medium
636,Villa,JVC,4,2142425,2396,Old,Medium
637,Apartment,Downtown Dubai,5,3107622,3529,Old,Medium
638,Townhouse,Marina,3,2386963,4604,Old,Medium
639,Villa,Downtown Dubai,5,3272605,4157,New,Medium
640,Penthouse,Business Bay,4,1947947,727,New,Medium
641,Villa,Palm Jumeirah,1,4676426,2199,Old,Medium
642,Villa,Marina,5,4356756,714,New,Medium
643,Penthouse,Downtown Dubai,5,1998339,3945,New,Medium
644,Apartment,JVC,1,1176296,1534,Old,High
645,Penthouse,Marina,3,879039,3146,Old,Medium
646,Apartment,Marina,1,1028714,1920,Old,Medium
647,Apartment,Downtown Dubai,5,3411190,555,Old,Medium
648,Apartment,Marina,3,1052439,2124,Old,Medium
649,Penthouse,JVC,3,4642535,3743,New,Medium
650,Apartment,Marina,1,773452,1286,Old,Medium
651,Townhouse,JVC,5,1278883,3473,Old,High
652,Penthouse,Downtown Dubai,4,4871047,3205,Old,Medium
653,Townhouse,Palm Jumeirah,5,2689921,1121,Old,Medium
654,Apartment,Marina,2,3698156,1312,New,Medium
655,Villa,Palm Jumeirah,4,1262371,3757,Old,Medium
656,Apartment,JVC,3,3757945,1270,Old,Medium
657,Townhouse,Marina,4,4268950,4508,Old,Medium
658,Townhouse,Business Bay,3,642980,897,Old,High
659,Penthouse,Palm Jumeirah,3,2934003,2156,Old,Medium
660,Villa,Marina,4,757354,1517,Old,Medium
661,Penthouse,Palm Jumeirah,3,3706943,3809,Old,Medium
662,Townhouse,Marina,3,2417160,3228,New,Medium
663,Apartment,Downtown Dubai,2,3815258,2047,Old,Medium
664,Villa,Palm Jumeirah,5,4871545,3383,Old,Medium
665,Apartment,Business Bay,5,2735883,542,New,Medium
666,Apartment,Business Bay,2,3050982,3161,Old,Medium
667,Villa,JVC,4,1264265,3835,Old,High
668,Penthouse,Marina,1,808617,2831,Old,Medium
669,Apartment,Palm Jumeirah,1,3480346,4912,Old,Medium
670,Townhouse,JVC,1,1244748,2248,New,High
671,Apartment,Palm Jumeirah,2,4136562,3096,Old,Medium
672,Villa,Marina,2,2554410,2117,Old,Medium
673,Villa,Business Bay,3,2977748,3472,Old,Medium
674,Villa,Downtown Dubai,1,1234275,1467,Old,Medium
675,Penthouse,Business Bay,4,1797819,3186,Old,Medium
676,Apartment,JVC,4,1534186,4191,Old,Medium
677,Penthouse,Downtown Dubai,1,1098506,1688,Old,Medium
678,Penthouse,JVC,1,1056718,4271,Old,High
679,Villa,Marina,1,2096853,2206,New,Medium
680,Villa,Downtown Dubai,2,852414,1904,Old,Medium
681,Penthouse,JVC,2,3463944,3708,Old,Medium
682,Apartment,Marina,2,2847693,3351,New,Medium
683,Townhouse,Business Bay,5,3263545,471,Old,Medium
684,Penthouse,Marina,4,4016144,2090,Old,Medium
685,Apartment,Palm Jumeirah,4,4448401,1744,Old,Medium
686,Villa,Marina,3,624932,3703,Old,Medium
687,Villa,Marina,2,768083,3513,New,Medium
688,Apartment,Palm Jumeirah,5,2251498,1282,New,Medium
689,Townhouse,JVC,5,4377809,4634,New,Medium
690,Villa,JVC,4,2058426,3062,Old,Medium
691,Villa,Marina,2,3730431,1904,New,Medium
692,Villa,Palm Jumeirah,3,3092316,2863,Old,Medium
693,Apartment,Palm Jumeirah,2,789220,2953,Old,Medium
694,Penthouse,Business Bay,1,4476765,1132,Old,Medium
695,Villa,JVC,2,1895285,2148,Old,Medium
696,Penthouse,Downtown Dubai,1,3422705,4324,Old,Medium
697,Townhouse,JVC,1,3164749,823,Old,Medium
698,Villa,JVC,3,4499453,3878,Old,Medium
699,Villa,Business Bay,4,1906978,1991,Old,Medium
700,Townhouse,Downtown Dubai,2,3421989,4885,Old,Medium
701,Villa,Business Bay,1,1484156,4837,New,High
702,Penthouse,Downtown Dubai,2,4213543,892,Old,Medium
703,Apartment,Marina,4,1363659,591,Old,Medium
704,Penthouse,Downtown Dubai,4,2737035,898,Old,Medium
705,Apartment,Business Bay,5,1703920,1656,Old,Medium
706,Apartment,JVC,4,3608591,2368,Old,Medium
707,Penthouse,Downtown Dubai,3,4110954,4722,Old,Medium
708,Penthouse,Downtown Dubai,1,1247852,2586,Old,Medium
709,Penthouse,Palm Jumeirah,5,1656618,1216,New,Medium
710,Penthouse,JVC,3,4411147,3620,New,Medium
711,Townhouse,Marina,2,1607810,1873,Old,Medium
712,Villa,Business Bay,1,1312283,1486,Old,High
713,Apartment,Marina,4,3414863,4599,Old,Medium
714,Penthouse,JVC,1,2321367,2274,Old,Medium
715,Penthouse,Downtown Dubai,2,3872863,1270,Old,Medium
716,Penthouse,Downtown Dubai,5,3399033,2442,Old,Medium
717,Townhouse,JVC,5,2078315,672,Old,Medium
718,Penthouse,Downtown Dubai,5,1849590,1429,Old,Medium
719,Penthouse,Downtown Dubai,4,4004438,3618,Old,Medium
720,Penthouse,Downtown Dubai,3,3545529,4469,Old,Medium
721,Villa,Business Bay,3,2725541,1451,Old,Medium
722,Townhouse,Business Bay,1,3311139,4433,Old,Medium
723,Penthouse,Palm Jumeirah,4,1969793,1973,Old,Medium
724,Apartment,Marina,5,4990512,3590,Old,Medium
725,Apartment,JVC,5,3397706,4788,Old,Medium
726,Apartment,JVC,2,3701473,4197,New,Medium
727,Townhouse,JVC,2,1598657,3689,Old,Medium
728,Townhouse,Palm Jumeirah,5,1426215,4147,New,Medium
729,Apartment,Business Bay,5,3533449,2505,Old,Medium
730,Penthouse,Palm Jumeirah,4,1949991,707,Old,Medium
731,Townhouse,JVC,3,3011910,3759,Old,Medium
732,Apartment,Marina,2,924528,3576,New,Medium
733,Apartment,Downtown Dubai,3,3035610,1651,Old,Medium
734,Penthouse,Business Bay,4,3215223,3147,Old,Medium
735,Villa,Business Bay,5,1112181,1917,Old,High
736,Townhouse,Palm Jumeirah,3,4145525,1778,Old,Medium
737,Penthouse,Business Bay,5,2150824,2361,Old,Medium
738,Apartment,JVC,5,639227,4705,Old,High
739,Apartment,JVC,1,2273055,3263,New,Medium
740,Penthouse,Palm Jumeirah,3,1192137,3056,Old,Medium
741,Townhouse,JVC,3,781854,2894,Old,High
742,Villa,Marina,5,1160327,4967,Old,Medium
743,Villa,Palm Jumeirah,4,2157153,4405,Old,Medium
744,Apartment,Marina,1,4845398,3963,Old,Medium
745,Townhouse,Downtown Dubai,5,1985255,1322,New,Medium
746,Villa,Marina,2,4656004,4632,Old,Medium
747,Townhouse,Downtown Dubai,2,2306684,4862,Old,Medium
748,Townhouse,Downtown Dubai,1,2309858,3359,New,Medium
749,Apartment,Marina,4,979083,583,New,Medium
750,Villa,Palm Jumeirah,5,1894316,3758,Old,Medium
751,Penthouse,JVC,3,2401740,1798,New,Medium
752,Apartment,JVC,1,4762627,3196,New,Medium
753,Villa,Downtown Dubai,4,2795936,936,Old,Medium
754,Villa,Downtown Dubai,3,4801400,1673,New,Medium
755,Villa,Palm Jumeirah,2,3207184,3367,Old,Medium
756,Villa,Business Bay,2,3412066,3449,Old,Medium
757,Villa,Marina,3,4270771,1496,Old,Medium
758,Townhouse,Downtown Dubai,1,2040724,1705,Old,Medium
759,Apartment,JVC,2,2465730,1315,Old,Medium
760,Townhouse,Palm Jumeirah,5,4820614,3481,Old,Medium
761,Penthouse,Marina,3,4583290,4647,Old,Medium
762,Villa,Palm Jumeirah,3,1175673,1428,Old,Medium
763,Apartment,Marina,2,4562224,2377,Old,Medium
764,Villa,Marina,1,2388529,3754,Old,Medium
765,Apartment,Downtown Dubai,5,1594316,2911,Old,Medium
766,Townhouse,Palm Jumeirah,1,4800915,670,New,Medium
767,Apartment,Palm Jumeirah,4,2136675,1586,Old,Medium
768,Penthouse,JVC,4,1206673,4955,New,High
769,Penthouse,JVC,2,1301849,4600,Old,High
770,Apartment,Downtown Dubai,2,2228665,4164,Old,Medium
771,Apartment,Downtown Dubai,2,1661068,2798,Old,Medium
772,Apartment,Business Bay,4,1535891,4929,Old,Medium
773,Apartment,JVC,1,1253494,4635,Old,High
774,Penthouse,Marina,1,923177,4582,Old,Medium
775,Villa,Palm Jumeirah,2,1142762,2111,New,Medium
776,Apartment,Downtown Dubai,5,1267876,2630,Old,Medium
777,Apartment,Palm Jumeirah,1,4204697,528,Old,Medium
778,Penthouse,Palm Jumeirah,4,1706184,1669,Old,Medium
779,Penthouse,Business Bay,3,2260511,4072,Old,Medium
780,Townhouse,JVC,3,4041815,2001,New,Medium
781,Apartment,Downtown Dubai,3,546002,4370,Old,Medium
782,Townhouse,Palm Jumeirah,5,1215339,4644,Old,Medium
783,Penthouse,Downtown Dubai,2,4639289,1027,Old,Medium
784,Penthouse,Marina,4,2284006,4197,Old,Medium
785,Villa,Business Bay,5,1128889,2444,Old,High
786,Apartment,Marina,4,2867108,3952,Old,Medium
787,Townhouse,Downtown Dubai,4,4344886,2741,Old,Medium
788,Penthouse,Downtown Dubai,2,1425779,3614,Old,Medium
789,Penthouse,JVC,3,3029832,649,Old,Medium
790,Townhouse,Palm Jumeirah,2,3819151,3325,Old,Medium
791,Villa,Palm Jumeirah,5,725391,1374,Old,Medium
792,Penthouse,Marina,5,691387,1725,Old,Medium
793,Apartment,Business Bay,5,4132632,1383,New,Medium
794,Penthouse,Palm Jumeirah,2,3284067,1288,Old,Medium
795,Apartment,JVC,4,1874073,3337,Old,Medium
796,Townhouse,Marina,4,3035394,2517,Old,Medium
797,Apartment,Marina,1,4872352,3072,Old,Medium
798,Townhouse,JVC,5,1924663,1726,Old,Medium
799,Apartment,Business Bay,4,2969146,870,New,Medium
800,Townhouse,JVC,1,3791070,2387,Old,Medium
801,Apartment,Business Bay,4,1186268,490,Old,High
802,Villa,JVC,5,1301955,929,Old,High
803,Apartment,JVC,3,1611009,4459,Old,Medium
804,Apartment,Downtown Dubai,5,2513148,3173,New,Medium
805,Villa,Marina,2,4967223,2086,Old,Medium
806,Penthouse,JVC,4,2019593,591,Old,Medium
807,Penthouse,JVC,4,2944291,2386,Old,Medium
808,Apartment,Palm Jumeirah,2,647745,4023,Old,Medium
809,Villa,Marina,2,4292824,2585,Old,Medium
810,Apartment,Palm Jumeirah,3,2230992,4840,Old,Medium
811,Townhouse,Marina,4,637686,1408,Old,Medium
812,Townhouse,Palm Jumeirah,4,2567636,4183,New,Medium
813,Apartment,JVC,3,4651923,4698,Old,Medium
814,Penthouse,JVC,1,2483044,4687,New,Medium
815,Penthouse,Downtown Dubai,3,4424221,2452,Old,Medium
816,Apartment,Palm Jumeirah,5,3814344,3708,Old,Medium
817,Apartment,Business Bay,4,549976,2116,Old,High
818,Townhouse,Downtown Dubai,2,3022620,710,Old,Medium
819,Penthouse,Palm Jumeirah,5,2863128,4938,Old,Medium
820,Apartment,Palm Jumeirah,4,3867611,1660,Old,Medium
821,Townhouse,Downtown Dubai,3,4905813,4332,Old,Medium
822,Penthouse,JVC,5,4142693,3668,Old,Medium
823,Villa,Palm Jumeirah,4,2527320,984,Old,Medium
824,Townhouse,JVC,1,2312105,3199,Old,Medium
825,Penthouse,Downtown Dubai,1,2447238,759,Old,Medium
826,Penthouse,JVC,2,1895796,3266,Old,Medium
827,Townhouse,Marina,4,4061262,2411,Old,Medium
828,Villa,Business Bay,1,708859,4406,New,High
829,Townhouse,Palm Jumeirah,3,4527902,2025,New,Medium
830,Penthouse,Business Bay,4,545475,3164,Old,High
831,Apartment,JVC,3,3803364,1290,New,Medium
832,Apartment,Palm Jumeirah,3,3739254,1131,Old,Medium
833,Townhouse,JVC,1,1599577,4361,Old,Medium
834,Penthouse,Marina,4,1344081,2904,New,Medium
835,Apartment,Downtown Dubai,5,4195727,1014,Old,Medium
836,Penthouse,Palm Jumeirah,1,2102970,4206,New,Medium
837,Townhouse,Marina,1,2031064,2119,Old,Medium
838,Apartment,Marina,4,4911887,1987,New,Medium
839,Penthouse,Palm Jumeirah,4,727189,2011,Old,Medium
840,Apartment,JVC,3,2576198,1296,Old,Medium
841,Townhouse,Marina,4,1968919,677,Old,Medium
842,Penthouse,Business Bay,3,3781941,2036,Old,Medium
843,Apartment,Marina,1,3150324,2558,Old,Medium
844,Townhouse,JVC,2,3910580,2832,Old,Medium
845,Apartment,JVC,5,4185104,4304,Old,Medium
846,Apartment,Business Bay,1,1920858,3662,Old,Medium
847,Villa,Marina,4,2248982,1849,Old,Medium
848,Villa,JVC,5,1945065,4900,Old,Medium
849,Townhouse,Palm Jumeirah,2,578077,1632,Old,Medium
850,Villa,Downtown Dubai,2,2141232,4517,Old,Medium
851,Townhouse,Downtown Dubai,3,4945818,1077,Old,Medium
852,Villa,Downtown Dubai,5,4595077,3058,Old,Medium
853,Apartment,Marina,3,1284192,2428,Old,Medium
854,Townhouse,Business Bay,1,1420114,4158,Old,High
855,Townhouse,JVC,5,1101891,2437,Old,High
856,Apartment,Palm Jumeirah,1,4029921,3049,Old,Medium
857,Townhouse,Palm Jumeirah,3,2682926,1056,New,Medium
858,Townhouse,Marina,5,2985670,565,Old,Medium
859,Villa,Downtown Dubai,3,3844250,4991,New,Medium
860,Townhouse,Marina,5,3866085,989,Old,Medium
861,Penthouse,Business Bay,3,4523278,4924,New,Medium
862,Apartment,Business Bay,2,1037977,3221,New,High
863,Villa,JVC,3,2499014,4658,Old,Medium
864,Villa,JVC,2,4203292,1662,Old,Medium
865,Penthouse,Business Bay,3,2058141,471,New,Medium
866,Apartment,Business Bay,5,4168280,3916,Old,Medium
867,Apartment,Business Bay,5,3223408,3980,Old,Medium
868,Villa,Marina,5,2348058,668,Old,Medium
869,Townhouse,Business Bay,4,2659173,2176,New,Medium
870,Villa,Palm Jumeirah,1,542291,2862,Old,Medium
871,Apartment,Downtown Dubai,5,4997968,1668,Old,Medium
872,Penthouse,Business Bay,2,2622827,1415,New,Medium
873,Villa,Downtown Dubai,5,2568671,3122,Old,Medium
874,Apartment,Marina,4,1208672,1483,Old,Medium
875,Villa,Downtown Dubai,2,837369,4501,Old,Medium
876,Townhouse,Marina,4,4476974,806,Old,Medium
877,Villa,Palm Jumeirah,2,3992963,3476,Old,Medium
878,Villa,Marina,3,2727039,1385,Old,Medium
879,Apartment,Marina,1,796063,4003,Old,Medium
880,Apartment,JVC,1,1883875,4885,Old,Medium
881,Apartment,Business Bay,4,2376336,1109,Old,Medium
882,Villa,Business Bay,1,4456778,3018,Old,Medium
883,Townhouse,Palm Jumeirah,4,3387757,1811,New,Medium
884,Penthouse,Palm Jumeirah,4,2968665,1885,Old,Medium
885,Penthouse,Business Bay,4,3409984,3350,Old,Medium
886,Apartment,JVC,1,1192924,3334,Old,High
887,Apartment,Business Bay,4,3070115,4514,Old,Medium
888,Villa,JVC,1,2161655,1403,Old,Medium
889,Penthouse,Palm Jumeirah,4,3600498,2866,New,Medium
890,Apartment,Downtown Dubai,5,1523920,2866,Old,Medium
891,Townhouse,Palm Jumeirah,4,4311666,2338,Old,Medium
892,Townhouse,Palm Jumeirah,2,4319712,2339,Old,Medium
893,Apartment,Marina,4,1533668,2035,New,Medium
894,Apartment,Marina,3,2973199,2098,Old,Medium
895,Penthouse,Marina,4,797675,4927,Old,Medium
896,Penthouse,Marina,2,1208175,2491,Old,Medium
897,Villa,JVC,2,4175002,2295,Old,Medium
898,Penthouse,Business Bay,1,2367306,4640,Old,Medium
899,Townhouse,Downtown Dubai,5,763625,3798,Old,Medium
900,Townhouse,Palm Jumeirah,4,1342840,1473,Old,Medium
901,Apartment,JVC,1,4894643,2802,New,Medium
902,Penthouse,Downtown Dubai,5,625355,3612,Old,Medium
903,Villa,JVC,4,4722102,4437,Old,Medium
904,Townhouse,JVC,3,1115937,1551,Old,High
905,Townhouse,Palm Jumeirah,4,1875607,2845,Old,Medium
906,Villa,Business Bay,2,519477,2356,Old,High
907,Villa,Marina,2,4056210,4958,Old,Medium
908,Townhouse,Business Bay,3,2987111,4307,Old,Medium
909,Townhouse,Palm Jumeirah,1,2509606,1207,Old,Medium
910,Villa,Palm Jumeirah,5,2059757,586,Old,Medium
911,Townhouse,Palm Jumeirah,4,3932207,4924,Old,Medium
912,Apartment,Downtown Dubai,2,4967890,1707,Old,Medium
913,Apartment,Business Bay,1,2381297,2684,Old,Medium
914,Villa,Business Bay,3,1323759,1157,Old,High
915,Penthouse,JVC,2,3530855,4631,Old,Medium
916,Villa,JVC,3,631184,4254,Old,High
917,Villa,JVC,4,1635627,4666,Old,Medium
918,Penthouse,Palm Jumeirah,5,2747805,2606,Old,Medium
919,Penthouse,Business Bay,2,745300,3958,Old,High
920,Penthouse,Palm Jumeirah,2,1084010,1980,Old,Medium
921,Apartment,Downtown Dubai,4,592036,1361,Old,Medium
922,Townhouse,JVC,1,1353392,4247,Old,High
923,Apartment,Palm Jumeirah,5,781696,3975,Old,Medium
924,Townhouse,Palm Jumeirah,2,4162340,1275,Old,Medium
925,Apartment,Downtown Dubai,5,1690456,2818,Old,Medium
926,Townhouse,Marina,2,4929723,4598,Old,Medium
927,Apartment,Business Bay,5,1490029,1401,Old,High
928,Penthouse,Marina,3,654692,3784,Old,Medium
929,Villa,JVC,2,4957335,4466,Old,Medium
930,Apartment,Palm Jumeirah,5,2891098,3245,Old,Medium
931,Townhouse,Downtown Dubai,1,2157888,1881,Old,Medium
932,Penthouse,Downtown Dubai,3,3085917,3701,Old,Medium
933,Apartment,Business Bay,3,2324964,1057,Old,Medium
934,Apartment,Marina,1,1888509,3180,Old,Medium
935,Penthouse,Business Bay,5,4254542,822,Old,Medium
936,Apartment,Palm Jumeirah,4,2998214,4081,New,Medium
937,Villa,Business Bay,1,4608502,4666,Old,Medium
938,Apartment,Downtown Dubai,5,2068146,3110,Old,Medium
939,Villa,Downtown Dubai,1,983455,852,Old,Medium
940,Villa,JVC,1,4536405,2797,Old,Medium
941,Penthouse,JVC,2,1047219,2375,Old,High
942,Apartment,Palm Jumeirah,5,2686268,2057,New,Medium
943,Penthouse,Marina,4,4945975,2941,Old,Medium
944,Apartment,Business Bay,2,4487793,3475,New,Medium
945,Apartment,Palm Jumeirah,1,2124777,3564,Old,Medium
946,Townhouse,JVC,1,3371656,3366,Old,Medium
947,Apartment,Business Bay,1,4355933,2453,Old,Medium
948,Penthouse,JVC,5,2826729,687,Old,Medium
949,Villa,Business Bay,5,4407129,3617,New,Medium
950,Apartment,Marina,2,595556,4254,Old,Medium
951,Townhouse,Palm Jumeirah,4,2397883,1847,Old,Medium
952,Penthouse,Business Bay,2,3969992,1007,Old,Medium
